ID	comment	sand(%)	silt(%)	clay(%)	Theta_r	Theta_s	Alpha	N	Ks	psi_inflec
1226	NA	74	8	18	0.05829	0.37397	2.901	1.39876	3.19067E-06	-0.140539645
1227	NA	74	10	16	0.05502	0.37619	3.076	1.41894	3.95608E-06	-0.137602954
1228	NA	74	12	14	0.05157	0.3784	3.257	1.4382	4.78157E-06	-0.134368751
1229	NA	74	14	12	0.04796	0.38056	3.443	1.45622	5.55512E-06	-0.130895663
1230	NA	74	16	10	0.04424	0.38274	3.637	1.47293	6.21298E-06	-0.127141736
1231	NA	74	18	8	0.04046	0.38512	3.844	1.4884	6.83809E-06	-0.123047512
1232	NA	74	20	6	0.03669	0.38806	4.074	1.50285	7.61157E-06	-0.118466434
1233	NA	74	22	4	0.03298	0.39202	4.337	1.51672	8.66222E-06	-0.113365437
1234	NA	74	24	2	0.0294	0.39757	4.643	1.53078	1.00753E-05	-0.107820682
1235	NA	74	26	0	0.0261	0.40533	5.002	1.54631	1.19289E-05	-0.102009293
1236	NA	76	0	24	0.06842	0.36538	2.245	1.35205	1.98441E-06	-0.164649227
1237	NA	76	2	22	0.06558	0.36728	2.415	1.37403	2.25062E-06	-0.160626928
1238	NA	76	4	20	0.06262	0.36941	2.594	1.39689	2.67169E-06	-0.156606396
1239	NA	76	6	18	0.05951	0.37175	2.784	1.42021	3.29356E-06	-0.152380988
1240	NA	76	8	16	0.05623	0.37421	2.982	1.44348	4.14512E-06	-0.148054687
1241	NA	76	10	14	0.05278	0.37669	3.189	1.46619	5.13689E-06	-0.14353038
1242	NA	76	12	12	0.04917	0.37914	3.404	1.48799	0.000006101	-0.138871257
1243	NA	76	14	10	0.04545	0.38156	3.627	1.5087	6.90813E-06	-0.134124082
1244	NA	76	16	8	0.04166	0.38412	3.864	1.52835	7.58784E-06	-0.129161591
1245	NA	76	18	6	0.03788	0.3871	4.121	1.54715	8.34691E-06	-0.123941942
1246	NA	76	20	4	0.03414	0.39093	4.409	1.5655	9.36183E-06	-0.118353516
1247	NA	76	22	2	0.03052	0.39614	4.74	1.58404	1.07364E-05	-0.112373968
1248	NA	76	24	0	0.02712	0.40333	5.122	1.60389	1.25631E-05	-0.106186183
1249	NA	78	0	22	0.06723	0.36459	2.237	1.39618	2.35496E-06	-0.181349233
1250	NA	78	2	20	0.06422	0.36689	2.428	1.42192	2.79259E-06	-0.175255654
1251	NA	78	4	18	0.06108	0.3694	2.632	1.44867	3.44825E-06	-0.169171835
1252	NA	78	6	16	0.05778	0.37207	2.848	1.47591	4.3778E-06	-0.163087766
1253	NA	78	8	14	0.05431	0.3748	3.076	1.5031	5.55023E-06	-0.156956095
1254	NA	78	10	12	0.05069	0.37751	3.314	1.52979	6.76956E-06	-0.150871582
1255	NA	78	12	10	0.04695	0.38019	3.563	1.55573	7.81611E-06	-0.144815155
1256	NA	78	14	8	0.04314	0.38293	3.825	1.58087	8.62534E-06	-0.138777559
1257	NA	78	16	6	0.03932	0.38598	4.106	1.60536	9.40539E-06	-0.132660223
1258	NA	78	18	4	0.03555	0.38973	4.415	1.62954	1.04019E-05	-0.126356605
1259	NA	78	20	2	0.03187	0.39467	4.765	1.65394	1.17511E-05	-0.119753297
1260	NA	78	22	0	0.02838	0.40139	5.166	1.67946	1.35623E-05	-0.112937554
1261	NA	80	0	20	0.0662	0.36419	2.242	1.45451	2.97944E-06	-0.20046996
1262	NA	80	2	18	0.06301	0.36687	2.455	1.48564	3.68161E-06	-0.191905132
1263	NA	80	4	16	0.05968	0.36974	2.682	1.51798	4.69558E-06	-0.18362274
1264	NA	80	6	14	0.05619	0.37269	2.925	1.55094	6.05235E-06	-0.175410625
1265	NA	80	8	12	0.05255	0.37566	3.18	1.58397	7.59008E-06	-0.167488157
1266	NA	80	10	10	0.04878	0.37858	3.448	1.61671	8.99079E-06	-0.159787232
1267	NA	80	12	8	0.04493	0.38152	3.731	1.64901	1.00478E-05	-0.152261423
1268	NA	80	14	6	0.04105	0.38467	4.031	1.6809	1.09147E-05	-0.144912552
1269	NA	80	16	4	0.03722	0.38839	4.358	1.71259	1.1922E-05	-0.137515454
1270	NA	80	18	2	0.03347	0.39314	4.722	1.74451	1.3267E-05	-0.129984942
1271	NA	80	20	0	0.02987	0.39946	5.136	1.77727	1.50824E-05	-0.122258106
1272	NA	82	0	18	0.06535	0.36412	2.261	1.53288	4.0243E-06	-0.221994488
1273	NA	82	2	16	0.06198	0.36716	2.495	1.57173	5.14821E-06	-0.210620402
1274	NA	82	4	14	0.05845	0.37034	2.746	1.61208	6.7032E-06	-0.199713627
1275	NA	82	6	12	0.05477	0.37354	3.012	1.65329	8.61302E-06	-0.189339684
1276	NA	82	8	10	0.05095	0.37672	3.294	1.69482	1.05074E-05	-0.179384665
1277	NA	82	10	8	0.04704	0.37988	3.591	1.73635	1.19842E-05	-0.169911824
1278	NA	82	12	6	0.04309	0.38317	3.905	1.77776	1.30568E-05	-0.160851072
1279	NA	82	14	4	0.03916	0.38689	4.244	1.81905	1.41279E-05	-0.15195737
1280	NA	82	16	2	0.03531	0.3915	4.618	1.86039	1.55013E-05	-0.143062368
1281	NA	82	18	0	0.0316	0.39753	5.04	1.90214	1.73517E-05	-0.134045284
1282	NA	84	0	16	0.06468	0.36432	2.295	1.63944	5.792E-06	-0.245360971
1283	NA	84	2	14	0.06109	0.3677	2.549	1.68916	7.59219E-06	-0.230744072
1284	NA	84	4	12	0.05735	0.37115	2.821	1.74077	9.93102E-06	-0.216989897
1285	NA	84	6	10	0.05347	0.37458	3.111	1.7935	1.248E-05	-0.20400201
1286	NA	84	8	8	0.04947	0.37797	3.417	1.84679	1.46193E-05	-0.191861235
1287	NA	84	10	6	0.04542	0.38144	3.74	1.90023	1.6095E-05	-0.180461471
1288	NA	84	12	4	0.04137	0.38522	4.087	1.9535	1.73308E-05	-0.169489074
1289	NA	84	14	2	0.03739	0.38976	4.467	2.00641	1.87874E-05	-0.158723168
1290	NA	84	16	0	0.03355	0.39557	4.892	2.05892	2.07156E-05	-0.147998509
1291	NA	86	0	14	0.06412	0.36476	2.345	1.7848	8.82889E-06	-0.2691099
1292	NA	86	2	12	0.06029	0.36844	2.618	1.84935	1.16947E-05	-0.250784091
1293	NA	86	4	10	0.05631	0.37214	2.911	1.91603	1.50831E-05	-0.233716136
1294	NA	86	6	8	0.05221	0.37579	3.222	1.98389	1.82224E-05	-0.217947716
1295	NA	86	8	6	0.04803	0.37947	3.551	2.05211	2.04244E-05	-0.203358998
1296	NA	86	10	4	0.04383	0.38338	3.901	2.11993	2.20022E-05	-0.18971328
1297	NA	86	12	2	0.03969	0.38791	4.283	2.18663	2.36377E-05	-0.176543003
1298	NA	86	14	0	0.03567	0.39356	4.708	2.25166	2.56973E-05	-0.163646403
1299	NA	88	0	12	0.06354	0.36542	2.413	1.98125	1.40985E-05	-0.290682509
1300	NA	88	2	10	0.05944	0.36939	2.706	2.0647	1.85627E-05	-0.268141465
1301	NA	88	4	8	0.05519	0.37333	3.018	2.14999	2.31535E-05	-0.247678537
1302	NA	88	6	6	0.05085	0.37726	3.349	2.23573	2.66149E-05	-0.229040265
1303	NA	88	8	4	0.04648	0.38135	3.702	2.32058	2.88459E-05	-0.211864894
1304	NA	88	10	2	0.04215	0.38594	4.083	2.4032	3.07987E-05	-0.1957887
1305	NA	88	12	0	0.03794	0.39152	4.505	2.48241	3.3038E-05	-0.180346829
1306	NA	90	0	10	0.06276	0.36633	2.503	2.23996	2.31745E-05	-0.306817197
1307	NA	90	2	8	0.05834	0.37058	2.815	2.34522	2.97701E-05	-0.280280559
1308	NA	90	4	6	0.05382	0.37481	3.147	2.45088	3.53204E-05	-0.256567538
1309	NA	90	6	4	0.04925	0.37913	3.5	2.55491	3.87715E-05	-0.235243638
1310	NA	90	8	2	0.04471	0.38384	3.88	2.6553	4.12051E-05	-0.215712336
1311	NA	90	10	0	0.04029	0.38941	4.297	2.75017	4.36355E-05	-0.197453468
1312	NA	92	0	8	0.06156	0.36755	2.62	2.56693	3.81647E-05	-0.314911606
1313	NA	92	2	6	0.05682	0.3721	2.953	2.69426	4.68639E-05	-0.285077525
1314	NA	92	4	4	0.05204	0.37671	3.306	2.81905	5.25132E-05	-0.258944677
1315	NA	92	6	2	0.04728	0.38161	3.684	2.93862	5.57025E-05	-0.235616496
1316	NA	92	8	0	0.04264	0.38723	4.097	3.05042	5.82839E-05	-0.214278667
1317	NA	94	0	6	0.05977	0.36914	2.77	2.95964	6.08052E-05	-0.314064431
1318	NA	94	2	4	0.05476	0.37407	3.124	3.10605	7.00895E-05	-0.282463812
1319	NA	94	4	2	0.04979	0.3792	3.502	3.24567	7.47231E-05	-0.254917835
1320	NA	94	6	0	0.04493	0.38494	3.911	3.37533	7.74387E-05	-0.23041146
1321	NA	96	0	4	0.05733	0.37117	2.955	3.40699	9.07854E-05	-0.305599209
1322	NA	96	2	2	0.05215	0.37658	3.335	3.567	9.83218E-05	-0.273431702
1323	NA	96	4	0	0.0471	0.38248	3.743	3.71516	0.000101427	-0.24554121
1324	NA	98	0	2	0.05429	0.37361	3.18	3.8948	0.000126192	-0.291397651
1325	NA	98	2	0	0.04907	0.3797	3.589	4.06206	0.000130662	-0.259903518
1326	NA	100	0	0	0.05073	0.37603	3.435	4.4248	0.000165335	-0.274744479
